"kaynak","kategori","kategori_adi","term","risk_turu","risk_puani","active","baglam_kurali","updated_at"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","dersi bozmak ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","dersi bozmak sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","emek vermeden kazanmak","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","emek vermeden kazanmak ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","emek vermeden kazanmak sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","eşyaya zarar","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","eşyaya zarar anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","eşyaya zarar ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","eşyaya zarar sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","gösteriş","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","gösteriş anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","gösteriş ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","gösteriş sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","hayvana zarar","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","hayvana zarar anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","hayvana zarar ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","hayvana zarar sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","hile yapmak","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","hile yapmak anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","hile yapmak ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","hile yapmak sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","intikam planı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","intikam planı anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","intikam planı ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","intikam planı sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","itaatsizlik","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","itaatsizlik anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","itaatsizlik ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","itaatsizlik sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","kıskançlık","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","kıskançlık anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","kıskançlık ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","kıskançlık sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","kopya çekmek","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","kopya çekmek anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","kopya çekmek ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","kopya çekmek sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","lüks özentisi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","lüks özentisi anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","lüks özentisi ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","lüks özentisi sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","okuldan kaçmak","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","okuldan kaçmak anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","okuldan kaçmak ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","okuldan kaçmak sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","öğretmene hakaret","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","öğretmene hakaret ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","öğretmene hakaret sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","parayı yüceltmek","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","parayı yüceltmek ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","parayı yüceltmek sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","sorumluluktan kaçmak","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","sorumluluktan kaçmak ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","sorumluluktan kaçmak sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","yalan söylemek","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","yalan söylemek anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","yalan söylemek ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","yalan söylemek sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","abone ol","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","abone ol anlatımı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","abone ol ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","abone ol sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","dış bağlantı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","dış bağlantı anlatımı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","dış bağlantı ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","dış bağlantı sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","indirim kodu","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","indirim kodu anlatımı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","indirim kodu ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","indirim kodu sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","kampanya","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","kampanya anlatımı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","kampanya ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","kampanya sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","mağaza linki","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","mağaza linki anlatımı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","mağaza linki ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","mağaza linki sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","marka adı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","marka adı anlatımı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","marka adı ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","marka adı sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","oyun içi satın alma","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","oyun içi satın alma ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","oyun içi satın alma sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","QR kod","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","QR kod anlatımı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","QR kod ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","QR kod sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","reklam metni","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","reklam metni anlatımı","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","reklam metni ifadesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
"Sistem","reklam_ticari","Reklam ve Ticari Yönlendirme","reklam metni sahnesi","Kelime / ifade","2","True","Ticari amaç ve çocuk tüketimini teşvik kontrol edilir","Sistem varsayılanı"
